v1,v2
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,Get ready to put on your excellent sub face :)
ham,Tmrw. Im finishing 9 doors
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,I am late. I will be there at
ham,"whatever, im pretty pissed off."
ham,I dont have that much image in class.
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,Near kalainar tv office.thenampet
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
spam,Only 1 Day Left: Win a Luxury Vacation for Two!
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,At 4. Let's go to bill millers
spam,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,That's my honeymoon outfit. :)
ham,Will it help if we propose going back again tomorrow
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Pls confirm the time to collect the cheque.
spam,As a Registered Subscriber yr draw 4 a ??100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
spam,URGENT! Your Mobile number has been awarded with a ??2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Daddy will take good care of you :)
ham,"Yeah probably, I still gotta check out with leo"
ham,K.then any other special?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Ok pa. Nothing problem:-)
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,When you came to hostel.
ham,Ok no prob... I'll come after lunch then...
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,You all ready for * big day tomorrow?
ham,I'll probably be around mu a lot
ham,645
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Thnx dude. u guys out 2nite?
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Mm i had my food da from out
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Did u download the fring app?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Friends that u can stay on fb chat with
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,"Ah, well that confuses things, doesn???t it?"
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Dear how you. Are you ok?
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth ??350! To Claim, Call London 02072069400. Bx 526, SW73SS"
ham,Yes princess! I want to make you happy...
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,Yesterday its with me only . Now am going home.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,Great comedy..cant stop laughing da:)
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"Alright, we're all set here, text the man"
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,Sleeping nt feeling well
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,India have to take lead:)
ham,I.ll post her out l8r. In class
ham,Thts wat Wright Brother did to fly..
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry ??_ Head * ok but throat * wrecked. See you at six then!"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
spam,"For ur chance to win a ??250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,I was at bugis juz now wat... But now i'm walking home oredi... ?? so late then reply... I oso saw a top dat i like but din buy... Where r ?_ now? 
ham,At 7 we will go ok na.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,S:-)if we have one good partnership going we will take lead:)
spam,RGENT! This is the 2nd attempt to contact U!U have WON ??1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max??7. 50
ham,"Yeah, where's your class at?"
ham,No just send to you. Bec you in temple na.
ham,"You aren't coming home between class, right? I need to work out and shower!"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls??1/minMobsmoreLKPOBOX177HP51FL
ham,S but mostly not like that.
ham,?? v ma fan...
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,"Yes..but they said its IT.,"
ham,Very hurting n meaningful lines ever: \I compromised everything for my love
ham,Lmao!nice 1
ham,Glad to see your reply.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ??800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Nah dub but je still buff
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,"Yeah, that's fine! It's ??6 to get in, is that ok? "
ham,Lol where do u come up with these ideas?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Okay... We wait ah
ham,Y lei?
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,Already am squatting is the new way of walking
ham,Do you want bold 2 or bb torch
ham,Cramps stopped. Going back to sleep
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a ??350 award. If your number matches please call 09063442151 to claim your ??350 award
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Nan sonathaya soladha. Why boss?
ham,Bring tat cd don forget
ham,I don't know but I'm raping dudes at poker
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,?? eatin later but i'm eatin wif my frens now lei... ?? going home first? 
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Hai priya are you right. What doctor said pa. Where are you.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
spam,Verify your identity for a limited-time discount!
ham,Please ask mummy to call father
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,I have lost 10 kilos as of today!
ham,Just taste fish curry :-P
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,Yun ah.now ?_ wkg where?btw if ?_ go nus sc. ?? wana specialise in wad?
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
